"song_id","society_id","Religious","Dance","Mourning","Healing","Lullaby","group"
9232,30098,0,1,0,0,0,1
9370,62533,1,0,0,0,0,1
9365,10605,1,0,0,0,0,1
1065,10671,1,1,0,0,0,1
1171,10671,0,1,0,0,0,1
1066,10671,0,1,0,0,0,1
1051,10671,0,1,0,0,0,1
1052,10671,0,1,0,0,0,1
1053,10671,0,1,0,0,0,1
1061,10671,0,1,0,0,0,1
1276,13223,1,0,0,0,0,1
1275,13223,1,0,0,0,0,1
1463,13223,1,0,0,0,0,1
1320,13223,0,0,1,0,0,1
1318,13223,1,0,0,0,0,1
1150,13223,0,1,0,0,0,1
1148,13223,0,1,0,0,0,1
1149,13223,0,1,0,0,0,1
1151,13223,0,1,0,0,0,1
1153,13223,0,1,0,0,0,1
1152,13223,0,1,0,0,0,1
1154,13223,0,1,0,0,0,1
1155,13223,0,1,0,0,0,1
1167,13223,0,1,0,0,0,1
1169,13223,1,1,0,0,0,1
1170,13223,0,1,0,0,0,1
1313,13223,0,1,0,0,0,1
1312,13223,0,1,0,0,0,1
1311,13223,0,1,0,0,0,1
1310,13223,0,1,0,0,0,1
1309,13223,0,1,1,0,0,1
1308,13223,0,1,0,0,0,1
1307,13223,0,1,0,0,0,1
1306,13223,0,1,0,0,0,1
1305,13223,0,1,0,0,0,1
1304,13223,0,1,0,0,0,1
1303,13223,0,1,0,0,0,1
1301,13223,0,1,0,0,0,1
1300,13223,0,1,0,0,0,1
1299,13223,0,1,0,0,0,1
1298,13223,0,1,0,0,0,1
1297,13223,0,1,1,0,0,1
1296,13223,0,1,1,0,0,1
1295,13223,0,1,0,0,0,1
1294,13223,0,1,0,0,0,1
1289,13223,1,0,0,0,0,1
1288,13223,1,0,0,0,0,1
1287,13223,1,0,0,0,0,1
1285,13223,1,0,1,0,0,1
1283,13223,0,1,0,0,0,1
1282,13223,0,0,0,0,1,0
480,13223,1,1,0,0,0,1
9266,13223,0,1,0,0,0,1
1206,13223,0,0,0,0,1,0
2656,14081,1,0,0,0,0,0
2657,14081,1,1,0,0,0,0
2670,14081,1,1,0,0,0,0
2182,14235,1,0,0,0,0,0
2183,14235,1,0,0,0,0,0
2184,14235,1,0,0,0,0,0
2185,14235,1,0,0,0,0,0
2186,14235,1,0,0,0,0,0
2242,14235,1,0,0,1,0,0
2243,14235,0,0,0,0,1,0
2244,14235,0,0,0,0,1,0
1085,14697,0,1,0,0,0,1
1092,14697,0,1,0,0,0,1
1089,14697,0,1,0,0,0,1
1090,14697,0,1,0,0,0,1
1093,14697,0,1,0,0,0,1
1156,14697,0,1,0,0,0,0
1158,14697,0,1,0,0,0,0
1076,14697,0,0,1,0,0,1
1098,14697,0,1,0,0,0,1
1079,14697,0,1,0,0,0,1
1080,14697,0,1,0,0,0,1
1082,14697,0,1,0,0,0,1
1157,14697,0,1,0,0,0,1
1069,14697,0,0,0,0,1,0
1086,14697,0,1,0,0,0,1
1068,14697,1,0,0,0,0,1
1147,14697,0,1,0,0,0,0
1087,14697,1,0,0,0,0,1
1091,14697,0,1,0,0,0,1
1436,16138,1,0,0,0,0,1
1440,16138,1,0,0,0,0,1
1441,16138,0,0,0,0,1,0
1442,16138,0,0,0,0,1,0
1455,16138,0,1,0,0,0,1
1456,16138,0,1,0,0,0,1
1457,16138,0,1,0,0,0,1
1419,16138,1,0,0,0,0,1
1420,16138,1,0,0,0,0,1
1423,16138,1,0,0,0,0,1
1421,16138,1,0,0,0,0,1
1424,16138,1,0,0,0,0,1
1425,16138,1,0,0,0,0,1
1426,16138,1,1,0,0,0,1
1430,16138,1,0,0,0,0,1
1431,16138,1,0,0,0,0,1
1452,16138,1,0,0,0,0,1
1257,16138,0,1,0,0,0,1
1428,16138,1,0,0,0,0,1
1119,16182,0,1,0,0,0,1
1118,16182,0,1,0,0,0,1
1117,16182,0,1,0,0,0,1
1116,16182,0,1,0,0,0,1
1115,16182,0,1,0,0,0,1
1114,16182,0,1,0,0,0,1
1127,16182,0,1,0,0,0,1
1112,16182,0,1,0,0,0,1
1113,16182,0,1,0,0,0,1
3039,16446,1,1,0,0,0,1
3040,16446,1,1,0,0,0,1
3041,16446,1,1,0,0,0,1
3042,16446,0,1,1,0,0,1
3043,16446,1,1,0,0,0,1
3044,16446,1,1,0,0,0,1
154,16875,0,1,0,0,0,0
155,16875,0,1,0,0,0,1
185,16875,1,1,0,0,0,1
2753,16875,1,0,0,1,0,1
2754,16875,0,1,0,0,0,0
2755,16875,0,1,0,0,0,0
2756,16875,1,0,0,1,0,1
2757,16875,0,1,0,0,0,0
1339,17194,1,0,0,0,0,1
1338,17194,1,0,0,0,0,1
1337,17194,0,1,0,0,0,0
1336,17194,1,1,0,0,0,0
1335,17194,1,0,0,0,0,0
1334,17194,1,0,0,0,0,0
1332,17194,0,1,0,0,0,1
1331,17194,0,0,0,0,1,1
1346,17194,1,0,0,0,0,0
1342,17194,0,0,0,0,1,0
1342,17194,0,0,0,0,1,1
1340,17194,0,0,0,0,1,0
490,17480,1,0,0,0,0,1
492,17480,1,0,0,0,0,1
491,17480,1,0,0,0,0,1
157,19526,1,0,0,0,0,0
3131,19526,0,0,1,0,0,0
1126,20934,0,1,0,0,0,0
1125,20934,0,1,0,0,0,0
1124,20934,0,1,0,0,0,0
1123,20934,0,1,0,0,0,0
3190,21033,0,1,0,0,0,0
796,21055,1,0,0,0,0,0
9854,21440,0,0,1,0,0,1
9856,21440,1,0,0,0,0,1
1042,22408,0,1,0,0,0,1
1043,22408,0,0,0,0,1,1
3855,22705,1,0,0,1,0,0
3856,22705,0,0,0,0,1,1
688,23970,0,0,1,0,0,1
3257,23970,1,0,0,0,0,1
908,23970,0,1,0,0,0,1
2669,23970,0,0,1,0,0,0
1178,26137,0,1,0,0,0,1
1162,26137,0,1,0,0,0,1
1140,26137,0,1,0,0,0,0
1141,26137,0,1,0,0,0,0
1142,26137,0,1,0,0,0,0
1134,26137,1,0,0,0,0,1
1133,26137,1,0,0,0,0,1
1159,26137,1,0,0,0,0,1
1130,26137,0,0,1,0,0,1
1458,26137,0,0,1,0,0,1
1136,26137,0,1,0,0,0,1
1137,26137,0,1,0,0,0,1
1165,26137,0,1,0,0,0,1
1205,27226,0,0,0,0,1,0
1111,27226,0,1,0,0,0,1
4283,27248,0,1,0,0,0,0
1409,27248,0,1,0,0,0,0
3652,27413,0,0,1,0,0,1
3653,27413,0,0,1,0,0,1
3654,27413,0,0,1,0,0,1
3656,27413,1,0,0,0,0,0
3651,27413,0,0,1,0,0,1
1383,27457,1,1,0,0,0,1
1382,27457,1,0,0,0,0,1
1381,27457,1,1,0,0,0,1
1380,27457,1,0,0,0,0,1
1387,27457,0,1,0,0,0,1
1251,27457,0,0,0,0,1,1
1390,27457,0,1,0,0,0,1
1391,27457,0,1,0,0,0,1
1353,27457,0,1,0,0,0,0
1351,27457,1,0,0,0,0,0
1351,27457,1,0,0,0,0,1
1392,27457,0,1,0,0,0,1
1393,27457,0,1,0,0,0,1
1394,27457,0,1,0,0,0,1
1395,27457,0,1,0,0,0,1
1417,27457,0,1,0,0,0,1
1418,27457,0,1,0,0,0,1
1396,27457,0,1,0,0,0,0
1397,27457,0,0,0,1,0,0
1399,27457,1,1,0,0,0,1
1252,27457,0,0,0,0,1,0
1415,27457,1,0,0,0,0,1
1414,27457,1,0,0,0,0,1
1413,27457,1,0,0,0,0,1
1352,27457,0,1,0,0,0,0
1358,27457,1,0,0,0,0,1
1357,27457,1,0,0,0,0,1
1402,27457,0,1,1,0,0,1
4110,27457,1,0,0,0,0,0
9434,28238,0,1,0,0,0,1
164,28986,0,1,0,0,0,0
899,28986,0,1,0,0,0,0
3026,28986,0,1,0,0,0,0
3031,28986,0,1,0,0,0,0
898,28986,0,1,0,0,0,1
4333,29316,1,0,0,0,0,1
4262,30027,0,1,0,0,0,0
4265,30027,0,1,0,0,0,0
693,62501,0,1,0,0,0,0
691,62502,0,1,0,0,0,1
1185,62506,0,1,0,0,0,1
1189,62506,0,1,0,0,0,1
1187,62506,1,0,0,1,0,1
1180,62506,0,1,0,0,0,1
1186,62506,0,1,0,0,0,1
1181,62506,0,1,0,0,0,1
1191,62506,0,1,0,0,0,1
1182,62506,0,1,0,0,0,1
1183,62506,0,1,0,0,0,1
1179,62506,0,1,0,0,0,1
1194,62506,0,1,0,0,0,1
1195,62506,0,1,0,0,0,1
1190,62506,0,1,0,0,0,1
3326,12871,0,1,0,0,0,0
966,16644,0,0,1,0,0,0
966,16644,0,0,1,0,0,1
2652,17931,0,1,0,0,0,0
3105,26357,0,1,0,0,0,1
9076,28133,0,1,0,0,0,1
9081,28133,0,0,0,0,1,1
9082,28133,0,1,0,0,0,1
731,28139,1,0,0,0,0,0
385,10418,0,0,1,0,0,0
3019,10418,1,1,0,0,0,1
3020,10418,0,1,0,0,0,1
3021,10418,0,1,0,0,0,1
3022,10418,0,1,0,0,0,0
3022,10418,0,1,0,0,0,1
9053,12337,0,1,0,0,0,0
8001,13663,0,0,1,0,0,0
776,18932,0,1,0,0,0,0
9291,18932,0,0,1,0,0,0
387,22100,0,0,0,0,1,0
9045,22248,0,1,0,0,0,1
3014,24564,0,0,1,0,0,0
9043,29145,0,0,0,0,1,0
9044,29145,0,0,0,0,1,0
9393,29288,1,0,0,0,0,0
9380,29288,1,0,0,0,0,1
372,30052,0,1,0,0,0,0
374,30053,0,1,0,0,0,0
377,30053,1,1,0,0,0,1
382,30053,0,1,0,0,0,1
371,30054,0,1,0,0,0,0
383,30056,1,0,0,0,0,0
9051,62310,0,1,0,0,0,1
9349,10297,0,0,0,0,1,0
1959,10572,0,1,0,0,0,0
668,10572,0,1,0,0,0,0
3963,10858,1,0,0,0,0,0
9862,10902,0,0,1,0,0,1
9864,10902,0,1,0,0,0,1
9865,10902,0,0,1,0,0,0
657,10973,0,1,0,0,0,1
936,10973,0,1,0,0,0,1
933,10973,0,1,0,0,0,1
934,10973,0,1,0,0,0,1
2081,10973,0,0,0,0,1,0
2080,10973,1,1,0,0,0,1
2799,11804,0,1,0,0,0,1
660,11804,0,0,0,0,1,0
938,11804,0,1,0,0,0,0
580,12607,0,1,0,0,0,1
2635,12607,0,1,0,0,0,0
579,12607,1,1,0,0,0,0
501,12640,1,1,0,0,0,1
356,12739,1,0,0,0,0,1
780,12750,0,1,0,0,0,0
360,12750,0,1,0,0,0,0
9110,12750,0,1,0,0,0,1
830,12761,1,0,0,0,0,1
358,12761,1,0,0,0,0,1
532,12948,0,0,1,0,0,0
530,12948,0,0,1,0,0,0
9107,13322,1,0,0,0,0,1
3950,13894,1,0,0,0,0,0
503,13894,1,1,0,0,0,1
1264,14103,0,0,1,0,0,0
1260,14103,0,0,0,0,1,0
1842,14147,1,0,0,0,0,0
1721,14147,0,0,1,0,0,0
1720,14147,0,1,0,0,0,0
1625,14562,0,1,0,0,0,1
2375,14752,0,0,1,0,0,1
571,14851,0,1,0,0,0,1
572,14851,0,1,0,0,0,1
342,15181,0,1,0,0,0,1
9173,15439,0,0,0,0,1,0
977,15439,0,1,0,0,0,0
977,15439,0,1,0,0,0,1
976,15439,0,1,0,0,0,0
1258,15500,0,0,0,0,1,0
623,15522,0,1,0,0,0,1
2542,15676,0,1,0,0,0,1
653,15676,1,0,0,0,0,1
654,15676,1,0,0,0,0,1
1624,15830,0,1,0,0,0,1
1623,15841,1,0,0,0,0,0
1616,15852,1,0,1,0,0,1
639,16083,0,0,1,0,0,0
641,16094,1,1,0,0,0,0
638,16100,1,0,0,0,0,0
9769,16363,0,1,0,0,0,0
1717,16666,0,0,1,0,0,1
1716,16666,0,0,0,0,1,0
550,16666,0,1,0,0,0,0
4076,16919,0,1,0,0,0,1
4079,16919,0,0,1,0,0,0
9172,16919,0,1,0,0,0,0
789,17271,1,0,0,0,0,0
628,17359,0,0,1,0,1,0
853,17403,0,0,0,0,1,0
3589,18624,0,0,1,0,0,1
3595,18624,0,0,1,0,0,1
3596,18624,0,0,1,0,0,1
3597,18624,0,0,1,0,0,1
3593,18624,0,1,0,0,0,1
3594,18624,0,1,0,0,0,1
3592,18624,0,1,0,0,0,1
2302,20087,1,0,0,0,0,0
549,20087,1,0,1,0,0,0
2307,20087,0,1,0,0,0,0
632,20153,1,0,0,0,0,1
4318,20318,0,0,0,0,1,0
2724,20318,1,0,0,0,0,1
662,20626,0,0,1,0,0,0
4021,22067,0,0,1,0,0,0
4022,22067,0,0,0,0,1,0
9339,22188,1,0,0,0,0,0
782,22254,0,0,1,0,0,0
2517,22804,0,1,0,0,0,0
2516,22804,0,0,0,0,1,0
3660,22804,0,0,0,0,1,0
614,22925,0,1,0,0,0,1
3960,23090,1,1,0,0,0,0
618,23662,0,1,0,0,0,1
617,23662,0,0,0,0,1,0
9406,23662,0,1,0,0,0,1
528,23827,0,1,0,0,0,0
647,23915,1,0,0,0,0,1
958,24399,1,0,1,0,0,1
820,24421,1,0,0,0,0,0
504,24421,1,1,0,0,0,1
9206,24421,0,1,0,0,0,0
505,24432,0,0,1,0,0,0
4404,24472,0,0,1,0,0,1
4464,24472,0,0,1,0,0,1
4402,24472,0,0,1,0,0,1
4403,24472,0,0,1,0,0,1
4120,24597,0,0,1,0,0,0
4119,24597,0,0,1,0,0,1
4117,24597,0,1,0,0,0,1
4121,24597,0,0,1,0,0,0
9236,24597,0,1,0,0,0,1
3254,24608,1,0,0,0,0,1
3253,24608,1,0,0,0,0,1
612,24608,1,0,0,0,0,0
2304,25071,1,0,0,0,0,0
346,25220,1,1,0,0,0,1
349,25224,0,1,0,0,0,1
784,25389,1,1,0,0,0,0
2847,25543,1,0,0,0,0,0
515,25752,1,0,0,0,0,0
9238,25757,0,1,0,0,0,1
9121,25994,0,1,0,0,0,1
677,26005,0,1,0,0,0,0
913,26027,0,1,0,0,0,0
928,26038,1,0,0,0,0,0
920,26049,0,1,0,0,0,0
917,26049,0,0,0,0,1,0
918,26049,0,0,0,0,1,0
919,26049,1,0,0,0,0,0
932,26060,1,0,0,0,0,1
667,26060,0,1,0,0,0,0
9178,26060,0,1,0,1,0,0
9257,26060,1,0,0,0,0,1
926,26071,1,0,0,0,0,0
674,26075,0,1,0,0,0,1
675,26075,0,1,0,0,0,1
673,26075,0,1,0,0,0,1
2365,26159,1,0,0,0,0,1
2361,26159,1,0,0,0,0,1
2360,26159,1,0,0,0,0,1
1988,27446,0,1,0,0,0,0
1987,27446,1,0,0,0,0,0
1989,27446,0,0,0,0,1,0
9478,27908,0,1,0,0,0,1
71,28568,1,0,0,0,0,1
9256,30048,1,0,0,0,0,1
9407,30090,0,1,0,0,0,0
9407,30090,0,1,0,0,0,1
557,30100,1,1,0,0,0,1
1496,30101,1,0,0,0,0,1
352,30112,0,0,1,0,0,0
2305,50244,0,1,0,0,0,0
9401,50245,1,0,0,0,0,0
9311,50246,0,0,0,0,1,0
9378,50247,1,0,1,0,0,0
9272,50249,0,0,1,0,0,0
556,50250,1,0,0,0,0,0
348,50252,0,1,0,0,0,1
